MyUnknownColumn,CHANNEL_DIM_SKEY,FOLIO_DIM_SKEY,KARVY_REF_NO,FOLIO_ID,SCHEME_CODE,SCHEME_PLAN,TRXN_PIN_CODE,TRXN_CAT,TRXN_TYPE,TXN_SUB_TYPE,INSTRUMENT_TYPE,INSTRUMENT_BANK,LOAD_PERCENTAGE,TRXN_DATE,TXN_PROCESSING_DATE,TRXN_BATCH_CLOSE_DATE,TRXN_STATUS,NO_OF_UNITS,PRICE_PER_UNIT,APPLICABLE_NAV_DATE,APPLICABLE_NAV,APPLICABLE_POP,GROSS_AMOUNT,REMARKS,RECORD_VALID_FLAG,INVESTOR_LOCATION,PIN_CODE_DIM_SKEY,ONLINE_OFFLINE_FLAG,INVESTOR_TYPE,TRXN_PROCESS_FLAG,TRXN_CLASSIFICATION,MF_SALES_TRXN_FACT_SKEY,CHANNEL_ID,RIA_CODE,is_excluded,is_reversal
96,-1,12814062,11553325,9011933462,TS,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-10-26,2020-10-27,2020-10-27,0,38.419,0,2020-10-26,52.0546,52.0546,1999.9,,Y,700060,12464969,ONLINE,Retail,,SIP,244710243,,,0,0
97,-1,12814062,6282902,9011933462,TS,DG,,P,SIN,ISIP,CQ,axis,0,2020-04-13,2020-04-14,2020-04-15,0,34.968,0,2020-04-13,42.8958,42.8958,1500,,Y,700060,4711746,ONLINE,Retail,,SIP,68721900,,,0,0
98,-1,12814062,6282903,9011933462,TS,DG,,P,SIN,ISIP,CQ,axis,0,2020-04-20,2020-04-21,2020-04-21,0,45.399,0,2020-04-20,44.0535,44.0535,2000,,Y,700060,4711746,ONLINE,Retail,,SIP,101675132,,,0,0
99,4090292,12814062,76470111,9011933462,CF,DG,,P,LTIA,,,,0,2020-11-25,2020-11-26,2020-11-26,00Y0000000,41.331,0,2020-11-25,2260.43,2260.43,93425.4,,Y,700060,12148371,ONLINE,Retail,,LUMP SUM,238866967,000000-0,,0,0
100,4090292,12814062,74309996,9011933462,ST,DG,,R,STPO,,,,0,2020-12-02,2020-12-03,2020-12-03,Y0Y0000000,158.837,0,2020-12-02,25.1831,25.1831,4000,,Y,700060,8192276,ONLINE,Retail,,LUMP SUM,139445209,000000-0,,0,0
101,-1,12814062,6282901,9011933462,TS,DG,,P,SIN,ISIP,CQ,axis,0,2020-08-03,2020-08-04,2020-08-04,0,31.199,0,2020-08-03,48.0767,48.0767,1499.93,,Y,700060,6372916,ONLINE,Retail,,SIP,69365977,,,0,0
102,-1,12814062,11553325,9011933462,TS,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-06-25,2020-06-26,2020-06-26,0,42.479,0,2020-06-25,47.0816,47.0816,2000,,Y,700060,5621431,ONLINE,Retail,,SIP,101826836,,,0,0
103,-1,12814062,6282901,9011933462,TS,DG,,P,SIN,ISIP,CQ,axis,0,2020-09-01,2020-09-02,2020-09-02,0,29.26,0,2020-09-01,51.2617,51.2617,1499.93,,Y,700060,12464969,ONLINE,Retail,,SIP,244719832,,,0,0
104,-1,12814062,6282903,9011933462,TS,DG,,P,SIN,ISIP,CQ,axis,0,2020-05-20,2020-05-21,2020-05-21,0,46.396,0,2020-05-20,43.1069,43.1069,2000,,Y,700060,5621431,ONLINE,Retail,,SIP,100983203,,,0,0
105,4090292,12814062,77537185,9011933462,TS,DG,,P,STPA,,,,0,2021-01-01,2021-01-02,2021-01-04,00Y0000000,61.552,0,2021-01-01,64.982,64.982,3999.8,,Y,700060,8726216,ONLINE,Retail,,LUMP SUM,155278423,000000-0,,0,0
106,-1,12814062,6282902,9011933462,TS,DG,,P,SIN,ISIP,CQ,axis,0,2020-10-12,2020-10-13,2020-10-13,0,28.843,0,2020-10-12,52.0031,52.0031,1499.93,,Y,700060,12464969,ONLINE,Retail,,SIP,244762196,,,0,0
107,4090292,12814062,74309996,9011933462,SC,DG,,P,STPA,,,,0,2020-12-16,2020-12-17,2020-12-17,Y0Y0000000,95.12,0,2020-12-16,42.05,42.05,3999.8,,Y,700060,8390041,ONLINE,Retail,,LUMP SUM,145045185,000000-0,,0,0
108,4090292,12814062,74309996,9011933462,SC,DG,,P,STPA,,,,0,2020-11-18,2020-11-19,2020-11-19,Y0Y0000000,100.22,0,2020-11-18,39.91,39.91,3999.8,,Y,700060,7935191,ONLINE,Retail,,LUMP SUM,133726009,000000-0,,0,0
109,-1,12814062,6282901,9011933462,TS,DG,,P,SIN,ISIP,CQ,,0,2020-06-01,2020-06-02,2020-06-02,0,32.889,0,2020-06-01,45.6082,45.6082,1500,,Y,700060,5621431,ONLINE,Retail,,SIP,101790773,,,0,0
110,-1,12814062,6282901,9011933462,TS,DG,,P,SIN,ISIP,CQ,axis,0,2020-07-01,2020-07-02,2020-07-02,0,31.74,0,2020-07-01,47.2575,47.2575,1499.93,,Y,700060,5621431,ONLINE,Retail,,SIP,101315816,,,0,0
111,-1,12814062,6282903,9011933462,TS,DG,,P,SIN,ISIP,CQ,axis,0,2020-06-22,2020-06-23,2020-06-23,0,42.631,0,2020-06-22,46.9144,46.9144,2000,,Y,700060,5621431,ONLINE,Retail,,SIP,69211352,,,0,0
112,-1,12814062,6282902,9011933462,TS,DG,,P,SIN,ISIP,IS,axis,0,2020-07-10,2020-07-11,2020-07-13,0,31.017,0,2020-07-10,48.3586,48.3586,1499.93,,Y,700060,6372916,ONLINE,Retail,,SIP,69275723,,,0,0
113,-1,12814062,11553325,9011933462,TS,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-05-26,2020-05-27,2020-05-27,0,46.931,0,2020-05-26,42.6159,42.6159,2000,,Y,700060,5621431,ONLINE,Retail,,SIP,101716376,,,0,0
114,-1,12814062,6282901,9011933462,TS,DG,,P,SIN,ISIP,CQ,axis,0,2020-10-01,2020-10-02,2020-10-05,0,29.268,0,2020-10-01,51.2488,51.2488,1499.93,,Y,700060,12464969,ONLINE,Retail,,SIP,244735464,,,0,0
115,4090292,12814062,74167671,9011933462,SC,DG,,P,NEW,,CQ,AXIS BANK LTD,0,2020-10-29,2020-10-30,2020-10-30,Y0Y0000000,136.942,0,2020-10-29,36.51,36.51,4999.75,Trxn.Ref.No.779109638/Axis Bank,Y,700060,7658341,ONLINE,Retail,,LUMP SUM,86090394,000000-0,,0,0
116,-1,12814062,6282901,9011933462,TS,DG,,P,SIN,ISIP,CQ,axis,0,2020-05-04,2020-05-05,2020-05-05,0,34.108,0,2020-05-04,43.9775,43.9775,1500,,Y,700060,4711746,ONLINE,Retail,,SIP,101688673,,,0,0
117,-1,12814062,6282902,9011933462,TS,DG,,P,SIN,ISIP,CQ,axis,0,2020-05-11,2020-05-12,2020-05-12,0,34.524,0,2020-05-11,43.4478,43.4478,1500,,Y,700060,4711746,ONLINE,Retail,,SIP,101666148,,,0,0
118,-1,12814062,11553325,9011933462,TS,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-04-27,2020-04-28,2020-04-28,0,45.525,0,2020-04-27,43.9317,43.9317,2000,,Y,700060,4711746,ONLINE,Retail,,SIP,101676059,,,0,0
119,-1,12814062,6282901,9011933462,TS,DG,,P,SIN,ISIP,CQ,axis,0,2020-11-02,2020-11-03,2020-11-03,0,28.358,0,2020-11-02,52.8932,52.8932,1499.93,,Y,700060,12464969,ONLINE,Retail,,SIP,244733862,,,0,0
120,-1,12814062,6282901,9011933462,TS,DG,,P,SIN,ISIP,CQ,axis,0,2020-04-01,2020-04-02,2020-04-03,0,37.245,0,2020-04-01,40.2742,40.2742,1500,,Y,700060,4119288,ONLINE,Retail,,SIP,101505228,,,0,0
121,4148207,12234601,27729798,9012026506,AF,GP,,P,SIN,NORMAL,CQ,AXIS BANK,0,2020-04-17,2020-04-18,2020-04-20,0,81.367,0,2020-04-17,24.58,24.58,2000,,Y,711102,4237678,OFFLINE,Retail,,SIP,9556689,ARN-133649,,0,0
122,4148207,12234601,27729798,9012026506,AF,GP,,P,SIN,NORMAL,CQ,AXIS BANK,0,2020-05-18,2020-05-19,2020-05-19,0,84.818,0,2020-05-18,23.58,23.58,2000,,Y,711102,4711850,OFFLINE,Retail,,SIP,9556690,ARN-133649,,0,0
123,4148207,12234601,27729798,9012026506,AF,GP,,P,SIN,NORMAL,CQ,AXIS BANK,0,2020-06-17,2020-06-18,2020-06-18,0,77.22,0,2020-06-17,25.9,25.9,2000,,Y,711102,5305100,OFFLINE,Retail,,SIP,9556691,ARN-133649,,0,0
124,4148207,12234601,27729798,9012026506,AF,GP,,P,SIN,NORMAL,CQ,AXIS BANK,0,2020-07-17,2020-07-18,2020-07-20,0,71.553,0,2020-07-17,27.95,27.95,1999.9,,Y,711102,5720420,OFFLINE,Retail,,SIP,9663680,ARN-133649,,0,0
125,4148207,12234601,27729798,9012026506,AF,GP,,P,SIN,NORMAL,CQ,AXIS BANK,0,2020-08-17,2020-08-18,2020-08-18,0,69.105,0,2020-08-17,28.94,28.94,1999.9,,Y,711102,6293920,OFFLINE,Retail,,SIP,9722232,ARN-133649,,0,0
126,4148207,12234601,27729798,9012026506,AF,GP,,P,SIN,NORMAL,CQ,AXIS BANK,0,2020-09-17,2020-09-18,2020-09-18,0,67.246,0,2020-09-17,29.74,29.74,1999.9,,Y,711102,6768550,OFFLINE,Retail,,SIP,8946040,ARN-133649,,0,0
127,4148207,12234601,27729798,9012026506,AF,GP,,P,SIN,NORMAL,CQ,AXIS BANK,0,2020-10-19,2020-10-20,2020-10-20,0,66.222,0,2020-10-19,30.2,30.2,1999.9,,Y,711102,7381595,OFFLINE,Retail,,SIP,9809835,ARN-133649,,0,0
128,4148207,12234601,27729798,9012026506,AF,GP,,P,SIN,NORMAL,CQ,AXIS BANK,0,2020-11-17,2020-11-18,2020-11-18,0,59.806,0,2020-11-17,33.44,33.44,1999.9,,Y,711102,7915520,OFFLINE,Retail,,SIP,132961131,ARN-133649,,0,0
129,4148207,12234601,27729798,9012026506,AF,GP,,P,SIN,NORMAL,CQ,AXIS BANK,0,2020-12-17,2020-12-18,2020-12-18,0,54.792,0,2020-12-17,36.5,36.5,1999.9,,Y,711102,8409920,OFFLINE,Retail,,SIP,145474218,ARN-133649,,0,0
130,4090292,16487381,47319500,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-06-25,2020-06-26,2020-06-26,0,33.795,0,2020-06-25,29.59,29.59,1000,,Y,713513,5463611,ONLINE,Retail,,SIP,779544,000000-0,,0,0
131,4090292,16487381,36943002,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS BANK,0,2020-12-28,2020-12-29,2020-12-29,0,24.641,0,2020-12-28,40.58,40.58,999.95,ISIP,Y,713513,8627746,ONLINE,Retail,,SIP,152566380,000000-0,,0,0
132,4090292,16487381,36943002,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS BANK,0,2020-11-25,2020-11-26,2020-11-26,0,26.751,0,2020-11-25,37.38,37.38,999.95,,Y,713513,8074026,ONLINE,Retail,,SIP,136216149,000000-0,,0,0
133,4090292,16487381,49451845,9012136632,ML,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-04-13,2020-04-14,2020-04-15,0,90.416,0,2020-04-13,11.06,11.06,1000,,Y,713513,4178837,ONLINE,Retail,,SIP,78625566,000000-0,,0,0
134,4090292,16487381,47319500,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-08-25,2020-08-26,2020-08-26,0,30.458,0,2020-08-25,32.83,32.83,999.95,,Y,713513,6412876,ONLINE,Retail,,SIP,780257,000000-0,,0,0
135,4090292,16487381,47793699,9012136632,EF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-12-18,2020-12-19,2020-12-21,0,48.471,0,2020-12-18,41.26,41.26,1999.9,,Y,713513,8489321,ONLINE,Retail,,SIP,146087827,000000-0,,0,0
136,4090292,16487381,47793699,9012136632,EF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-11-18,2020-11-19,2020-11-19,0,51.811,0,2020-11-18,38.6,38.6,1999.9,,Y,713513,7935596,ONLINE,Retail,,SIP,133724839,000000-0,,0,0
137,4090292,16487381,47319500,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-04-27,2020-04-28,2020-04-28,0,36.643,0,2020-04-27,27.29,27.29,1000,,Y,713513,4395740,ONLINE,Retail,,SIP,761707,000000-0,,0,0
138,4090292,16487381,47319500,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-11-25,2020-11-26,2020-11-26,0,26.751,0,2020-11-25,37.38,37.38,999.95,,Y,713513,8074026,ONLINE,Retail,,SIP,136229087,000000-0,,0,0
139,4090292,16487381,69897153,9012136632,AF,DG,,P,LTIA,,,,0,2020-09-11,2020-09-12,2020-09-14,Y0Y0000000,153.697,0,2020-09-11,32.53,32.53,4999.75,,Y,713513,6689751,ONLINE,Retail,,LUMP SUM,711852,000000-0,,0,0
140,4090292,16487381,49451845,9012136632,ML,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-09-10,2020-09-11,2020-09-11,0,77.938,0,2020-09-10,12.83,12.83,999.95,,Y,713513,13672584,ONLINE,Retail,,SIP,261852670,000000-0,,0,0
141,4090292,16487381,47319500,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-07-27,2020-07-28,2020-07-28,0,32.434,0,2020-07-27,30.83,30.83,999.95,,Y,713513,5878941,ONLINE,Retail,,SIP,587511,000000-0,,0,0
142,4090292,16487381,49451845,9012136632,ML,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-12-10,2020-12-11,2020-12-11,0,65.7,0,2020-12-10,15.22,15.22,999.95,,Y,713513,13672584,ONLINE,Retail,,SIP,261136988,000000-0,,0,0
143,4090292,16487381,47319500,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-09-25,2020-09-26,2020-09-26,Y0Y0000000,31.917,0,2020-09-25,31.33,31.33,999.95,,Y,713513,6907276,ONLINE,Retail,,SIP,610320,000000-0,,0,0
144,4090292,16487381,49451845,9012136632,ML,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-08-10,2020-08-11,2020-08-11,0,78.243,0,2020-08-10,12.78,12.78,999.95,,Y,713513,13672584,ONLINE,Retail,,SIP,261852205,000000-0,,0,0
145,4090292,16487381,68175550,9012136632,AF,DG,,R,LTOP,,,,0,2020-08-27,2020-08-28,2020-08-28,Y0Y0000000,303.677,0,2020-08-27,32.93,32.93,10000.1,,Y,713513,6590876,ONLINE,Retail,,LUMP SUM,597704,000000-0,,0,0
146,4090292,16487381,49451845,9012136632,ML,DG,,P,SIN,ISIP,IS,AXIS,0,2020-07-10,2020-07-11,2020-07-13,0,81.695,0,2020-07-10,12.24,12.24,999.95,,Y,713513,13672584,ONLINE,Retail,,SIP,261852214,000000-0,,0,0
147,4090292,16487381,36943002,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS BANK,0,2020-07-27,2020-07-28,2020-07-28,0,32.434,0,2020-07-27,30.83,30.83,999.95,,Y,713513,5878941,ONLINE,Retail,,SIP,806054,000000-0,,0,0
148,4090292,16487381,36943002,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS BANK,0,2020-09-25,2020-09-26,2020-09-26,0,31.917,0,2020-09-25,31.33,31.33,999.95,,Y,713513,6907276,ONLINE,Retail,,SIP,823985,000000-0,,0,0
149,4090292,16487381,36943002,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS BANK,0,2020-08-25,2020-08-26,2020-08-26,0,30.458,0,2020-08-25,32.83,32.83,999.95,,Y,713513,6412876,ONLINE,Retail,,SIP,806598,000000-0,,0,0
150,4090292,16487381,68175550,9012136632,CF,DG,,P,LTIN,,,,0,2020-08-31,2020-09-01,2020-09-01,Y0Y0000000,4.458,0,2020-08-31,2242.9,2242.9,9999.5,,Y,713513,9300100,ONLINE,Retail,,LUMP SUM,171671361,000000-0,,0,0
151,4090292,16487381,47793699,9012136632,EF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-05-18,2020-05-19,2020-05-19,0,71.023,0,2020-05-18,28.16,28.16,2000,,Y,713513,4751701,ONLINE,Retail,,SIP,36695987,000000-0,,0,0
152,4090292,16487381,47319500,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-12-28,2020-12-29,2020-12-29,0,24.641,0,2020-12-28,40.58,40.58,999.95,ISIP,Y,713513,8627746,ONLINE,Retail,,SIP,151642685,000000-0,,0,0
153,4090292,16487381,47793699,9012136632,EF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-04-20,2020-04-22,2020-04-22,Y0Y0000000,68.004,0,2020-04-20,29.41,29.41,2000,,Y,713513,4237973,ONLINE,Retail,,SIP,36714602,000000-0,,0,0
154,4090292,16487381,47793699,9012136632,EF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-06-18,2020-06-19,2020-06-19,Y0Y0000000,65.295,0,2020-06-18,30.63,30.63,2000,,Y,713513,5325176,ONLINE,Retail,,SIP,37090731,000000-0,,0,0
155,4090292,16487381,78870776,9012136632,CF,DG,,P,LTIA,,,,0,2020-12-16,2020-12-17,2020-12-17,Y0Y0000000,8.834,0,2020-12-16,2263.89,2263.89,19999,,Y,713513,9814321,ONLINE,Retail,,LUMP SUM,181454550,000000-0,,0,0
156,4090292,16487381,36943002,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS BANK,0,2020-04-27,2020-04-28,2020-04-28,0,36.643,0,2020-04-27,27.29,27.29,1000,,Y,713513,4395740,ONLINE,Retail,,SIP,615951,000000-0,,0,0
157,4090292,16487381,47793699,9012136632,EF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-07-20,2020-07-21,2020-07-21,0,60.493,0,2020-07-20,33.06,33.06,1999.9,,Y,713513,5760276,ONLINE,Retail,,SIP,37280400,000000-0,,0,0
158,4090292,16487381,78870776,9012136632,AF,DG,,R,LTOP,,,,0,2020-12-14,2020-12-15,2020-12-15,Y0Y0000000,507.104,0,2020-12-14,39.44,39.44,20000.2,,Y,713513,8331121,ONLINE,Retail,,LUMP SUM,144212653,000000-0,,0,0
159,4090292,16487381,47319500,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-05-26,2020-05-27,2020-05-27,0,38.081,0,2020-05-26,26.26,26.26,1000,,Y,713513,4870351,ONLINE,Retail,,SIP,586861,000000-0,,0,0
160,4090292,16487381,49451845,9012136632,ML,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-10-12,2020-10-13,2020-10-13,0,75.696,0,2020-10-12,13.21,13.21,999.95,,Y,713513,13672584,ONLINE,Retail,,SIP,261840234,000000-0,,0,0
161,4090292,16487381,49451845,9012136632,ML,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-11-10,2020-11-11,2020-11-11,0,70.768,0,2020-11-10,14.13,14.13,999.95,,Y,713513,13672584,ONLINE,Retail,,SIP,261840010,000000-0,,0,0
162,4090292,16487381,49451845,9012136632,ML,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-06-10,2020-06-11,2020-06-11,0,85.616,0,2020-06-10,11.68,11.68,1000,,Y,713513,5226301,ONLINE,Retail,,SIP,49317427,000000-0,,0,0
163,4090292,16487381,69897153,9012136632,CF,DG,,R,LTOP,,,,0,2020-09-11,2020-09-12,2020-09-12,Y0Y0000000,2.227,0,2020-09-11,2244.83,2244.83,5000,,Y,713513,6669976,ONLINE,Retail,,LUMP SUM,13895149,000000-0,,0,0
164,4090292,16487381,47793699,9012136632,EF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-09-18,2020-09-19,2020-09-21,Y0Y0000000,58.408,0,2020-09-18,34.24,34.24,1999.9,,Y,713513,6808401,ONLINE,Retail,,SIP,36392270,000000-0,,0,0
165,4090292,16487381,47793699,9012136632,EF,DG,,P,SIN,ISIP,CQ,AXIS,0,2020-08-18,2020-08-19,2020-08-19,0,59.081,0,2020-08-18,33.85,33.85,1999.9,,Y,713513,11001186,ONLINE,Retail,,SIP,208167663,000000-0,,0,0
166,4090292,16487381,36943002,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS BANK,0,2020-06-25,2020-06-26,2020-06-26,0,33.795,0,2020-06-25,29.59,29.59,1000,,Y,713513,5463611,ONLINE,Retail,,SIP,728790,000000-0,,0,0
167,4090292,16487381,36943002,9012136632,AF,DG,,P,SIN,ISIP,CQ,AXIS BANK,0,2020-05-26,2020-05-27,2020-05-27,0,38.081,0,2020-05-26,26.26,26.26,1000,,Y,713513,4870351,ONLINE,Retail,,SIP,628530,000000-0,,0,0
168,4090292,17025689,67847098,9012177011,US,DG,,P,NEW,,CQ,STATE BANK OF INDIA,0,2020-08-24,2020-08-26,2020-08-26,Y0Y0000000,17183.9,0,2020-08-25,11.6382,11.6382,199990,,Y,390009,12158210,ONLINE,Retail,,LUMP SUM,240434820,000000-0,,0,0
169,4090292,17025689,67847097,9012177011,ST,DG,,P,NEW,,CQ,STATE BANK OF INDIA,0,2020-08-24,2020-08-25,2020-08-25,Y0Y0000000,4072.75,0,2020-08-24,24.5522,24.5522,99995,,Y,390009,6402533,ONLINE,Retail,,LUMP SUM,89003625,000000-0,,0,0
170,4090292,17025689,68233914,9012177011,MC,DG,,P,STPA,MFUSTP,,,0,2020-09-10,2020-09-11,2020-09-11,Y0Y0000000,27.709,0,2020-09-10,45.11,45.11,1249.94,,Y,390009,6639858,ONLINE,Retail,,LUMP SUM,67043252,000000-0,0,0,0
171,4090292,17025689,68233914,9012177011,US,DG,,R,STPO,MFUSTP,,,0,2020-09-10,2020-09-11,2020-09-11,Y0Y0000000,107.175,0,2020-09-10,11.6632,11.6632,1250,,Y,390009,6639858,ONLINE,Retail,,LUMP SUM,128796045,000000-0,0,0,0
172,4090292,17025689,68233914,9012177011,US,DG,,R,STPO,MFUSTP,,,0,2020-09-17,2020-09-17,2020-09-18,Y0Y0000000,107.068,0,2020-09-17,11.6748,11.6748,1250,,Y,390009,6758508,ONLINE,Retail,,LUMP SUM,129269702,000000-0,0,0,0
173,4090292,17025689,68233914,9012177011,MC,DG,,P,STPA,MFUSTP,,,0,2020-09-17,2020-09-17,2020-09-18,Y0Y0000000,26.611,0,2020-09-17,46.97,46.97,1249.94,,Y,390009,6758508,ONLINE,Retail,,LUMP SUM,67043253,000000-0,0,0,0
174,4090292,17025689,68233914,9012177011,US,DG,,R,STPO,MFUSTP,,,0,2020-09-24,2020-09-25,2020-09-25,Y0Y0000000,106.951,0,2020-09-24,11.6876,11.6876,1250,,Y,390009,6877158,ONLINE,Retail,,LUMP SUM,128106744,000000-0,0,0,0
175,4090292,17025689,68233914,9012177011,MC,DG,,P,STPA,MFUSTP,,,0,2020-09-24,2020-09-25,2020-09-25,Y0Y0000000,28.07,0,2020-09-24,44.53,44.53,1249.94,,Y,390009,6877158,ONLINE,Retail,,LUMP SUM,67008658,000000-0,0,0,0
176,4090292,17025689,68233914,9012177011,US,DG,,R,STPO,MFUSTP,,,0,2020-10-01,2020-10-02,2020-10-05,Y0Y0000000,106.838,0,2020-10-01,11.7,11.7,1250,,Y,390009,7094703,ONLINE,Retail,,LUMP SUM,128428710,000000-0,0,0,0
177,4090292,17025689,68233914,9012177011,MC,DG,,P,STPA,MFUSTP,,,0,2020-10-01,2020-10-02,2020-10-05,Y0Y0000000,26.657,0,2020-10-01,46.89,46.89,1249.94,,Y,390009,7094703,ONLINE,Retail,,LUMP SUM,68057521,000000-0,0,0,0
178,4090292,17025689,68233914,9012177011,MC,DG,,P,STPA,MFUSTP,,,0,2020-10-08,2020-10-09,2020-10-09,Y0Y0000000,26.697,0,2020-10-08,46.82,46.82,1249.94,,Y,390009,7173803,ONLINE,Retail,,LUMP SUM,41628114,000000-0,0,0,0
179,4090292,17025689,68233914,9012177011,US,DG,,R,STPO,MFUSTP,,,0,2020-10-08,2020-10-09,2020-10-09,Y0Y0000000,106.708,0,2020-10-08,11.7142,11.7142,1250,,Y,390009,7173803,ONLINE,Retail,,LUMP SUM,129450749,000000-0,0,0,0
180,4090292,17025689,68233914,9012177011,US,DG,,R,STPO,MFUSTP,,,0,2020-10-15,2020-10-16,2020-10-16,Y0Y0000000,106.56,0,2020-10-15,11.7305,11.7305,1250,,Y,390009,7292453,ONLINE,Retail,,LUMP SUM,128796046,000000-0,0,0,0
181,4090292,17025689,68233914,9012177011,MC,DG,,P,STPA,MFUSTP,,,0,2020-10-15,2020-10-16,2020-10-16,Y0Y0000000,27.137,0,2020-10-15,46.06,46.06,1249.94,,Y,390009,7292453,ONLINE,Retail,,LUMP SUM,70069394,000000-0,0,0,0
182,4090292,17025689,68233914,9012177011,US,DG,,R,STPO,MFUSTP,,,0,2020-10-22,2020-10-23,2020-10-23,Y0Y0000000,106.423,0,2020-10-22,11.7456,11.7456,1250,,Y,390009,7430878,ONLINE,Retail,,LUMP SUM,128336230,000000-0,0,0,0
183,4090292,17025689,68233914,9012177011,MC,DG,,P,STPA,MFUSTP,,,0,2020-10-22,2020-10-23,2020-10-23,Y0Y0000000,26.685,0,2020-10-22,46.84,46.84,1249.94,,Y,390009,7430878,ONLINE,Retail,,LUMP SUM,67008659,000000-0,0,0,0
184,4090292,17025689,68233914,9012177011,MC,DG,,P,STPA,MFUSTP,,,0,2020-10-29,2020-10-30,2020-10-30,Y0Y0000000,26.663,0,2020-10-29,46.88,46.88,1249.94,,Y,390009,7569303,ONLINE,Retail,,LUMP SUM,41628115,000000-0,0,0,0
185,4090292,17025689,68233914,9012177011,US,DG,,R,STPO,MFUSTP,,,0,2020-10-29,2020-10-30,2020-10-30,Y0Y0000000,106.317,0,2020-10-29,11.7573,11.7573,1250,,Y,390009,7569303,ONLINE,Retail,,LUMP SUM,128336231,000000-0,0,0,0
186,4090292,17025689,68233914,9012177011,US,DG,,R,STPO,MFUSTP,,,0,2020-11-05,2020-11-06,2020-11-06,Y0Y0000000,106.205,0,2020-11-05,11.7697,11.7697,1250,,Y,390009,7687953,ONLINE,Retail,,LUMP SUM,128607353,000000-0,0,0,0
187,4090292,17025689,68233914,9012177011,MC,DG,,P,STPA,MFUSTP,,,0,2020-11-05,2020-11-06,2020-11-06,Y0Y0000000,25.656,0,2020-11-05,48.72,48.72,1249.94,,Y,390009,7687953,ONLINE,Retail,,LUMP SUM,67284124,000000-0,0,0,0
188,4090292,17025689,68233914,9012177011,MC,DG,,P,STPA,MFUSTP,,,0,2020-11-12,2020-11-13,2020-11-13,Y0Y0000000,25.277,0,2020-11-12,49.45,49.45,1249.94,,Y,390009,7826378,ONLINE,Retail,,LUMP SUM,132600477,000000-0,0,0,0
189,4090292,17025689,68233914,9012177011,US,DG,,R,STPO,MFUSTP,,,0,2020-11-12,2020-11-13,2020-11-13,Y0Y0000000,106.116,0,2020-11-12,11.7796,11.7796,1250,,Y,390009,7826378,ONLINE,Retail,,LUMP SUM,132516583,000000-0,0,0,0
190,4090292,17025689,68233914,9012177011,US,DG,,R,STPO,MFUSTP,,,0,2020-11-19,2020-11-20,2020-11-20,Y0Y0000000,106,0,2020-11-19,11.7924,11.7924,1250,,Y,390009,7945028,ONLINE,Retail,,LUMP SUM,134023874,000000-0,0,0,0
191,4090292,17025689,68233914,9012177011,MC,DG,,P,STPA,MFUSTP,,,0,2020-11-19,2020-11-20,2020-11-20,Y0Y0000000,24.629,0,2020-11-19,50.75,50.75,1249.94,,Y,390009,7945028,ONLINE,Retail,,LUMP SUM,134149396,000000-0,0,0,0
192,4090292,17025689,68233914,9012177011,MC,DG,,P,STPA,MFUSTP,,,0,2020-11-26,2020-11-27,2020-11-27,Y0Y0000000,24.261,0,2020-11-26,51.52,51.52,1249.94,,Y,390009,8123013,ONLINE,Retail,,LUMP SUM,136726313,000000-0,0,0,0
